a,b,c,d,e,f,g
1.2486494851094403,-3.4925622835516656,-0.2963227090396536,-0.030961583096779318,0.21172272869080175,-0.12104952297108436,0.7460639640641206
1.9915192244082638,0.2855056957762029,-0.9356993989190913,0.016919018343011266,-0.8194913617765975,-1.6404832042755986,1.731118922807152
0.8829597885503482,0.32113977050084935,-1.0770802497087282,0.7682130548148659,-0.10729766362431602,-0.2764985322485002,2.5203657939172306
0.28024774756831483,0.8237571272363632,-0.28661587836364594,1.3326313445306721,-0.540217896940906,-0.4969583729075164,-0.5543365582969461
0.5005996678225635,1.148156705922488,-0.07337636862316343,1.3781316585540428,0.4111624931467172,-0.3107559243321704,-2.156790615738378
0.0367571140007739,-0.035942518655075695,-2.108017598649794,-0.8596852515147049,-0.09645846873565757,-0.31051306365675346,0.09864869160174855
-1.5638882253100466,-0.534917919887585,0.14553408185818276,1.1298630590148495,-0.21275963200187906,-2.4559695255262626,0.30512140228058077
-0.5259306682038157,0.03811168433567281,-0.22386027804395756,0.08548921765321568,-0.15256134226363688,-1.9636066558998062,1.5747146223425235
0.8523087415029121,-0.9189324639544874,-0.7225076118515703,0.2207358472708779,0.06990582619048835,-0.7767360418575016,-0.3950709311417498
-0.9536775026643587,-0.1136406348836825,0.16561357460157805,0.7523700418197328,0.02760763561729833,0.9865917602588671,1.4055587539376728
-0.8429563142932798,1.8502951970642907,0.036402207211271805,-0.6689950589005164,-1.326877545520343,0.34113400080434914,-1.6660166119748658
-1.5183604705397051,1.4509044877013046,0.1543234146369121,0.34127656194621087,-1.811981520145744,0.9275099276987379,-0.030855809473626136
0.19957091805734553,-0.09809680235324639,1.604671649783097,-0.6283228759746113,0.609234601599411,-1.2379260957880054,0.7801337001770068
-0.6174047338180066,0.7344313409274792,-0.74180553553558,-0.7900863623719085,-0.5713857926602338,-2.17935733116612,1.5311170429473908
-0.5050037510997297,-1.0125627158028017,-0.23791336641706096,0.09834592073096939,-0.4359470013109714,0.4763871013838187,-0.10760397040340884
-0.48216269769634124,-1.3183048685719543,-1.3396587535884534,-0.049964407211594786,0.17912383546647842,1.7658407522952613,0.6533562082217277
-0.8696511836655303,0.04086812910225463,-1.205129364009375,-0.9829447318040498,-0.90248201963661,0.7589269688745504,-1.2847697311323603
1.9705128555886262,-1.7502774718455547,-0.9898231629907782,-0.20161632666635945,-0.40462956535247335,1.8189133130572204,-2.107238484388311
-0.4969594905372628,-2.164803973112717,-0.31982971032754737,-0.18920018033233307,1.0353190633234046,-1.2089883817201361,0.8350427538507448
-1.2673511752661577,1.153033481290178,0.2666688846287892,0.15513458340115588,0.46848469271553267,-0.7781558305115757,0.18174110138124389
-1.0244839176708491,0.44505113943892516,-0.49056886830241275,0.6737235563536891,-0.5886265068265044,-1.355979817251055,-1.4438232644600262
0.7390403863483098,0.5484398783903072,1.0528552269755609,-0.6148234467197216,-0.5447271743951665,-0.3992840333110309,-0.16842010990652206
-0.2188992417558184,-0.9238143572068068,-0.28126922241532165,-0.19562763828693705,0.6379107505179313,-1.368455552709563,-0.9646462977753166
0.867945659852519,0.04373111530587242,-0.260135929307745,-1.2419827003678654,-0.7389507983587786,0.8236832432119253,-1.3725639136066217
2.792818116732633,0.44752651792171166,0.02684237068750307,0.1817752487964973,0.5279539967792961,-0.48106216693476583,-0.29028978006174055
-0.5268530586442605,-1.0445236485338554,-1.2086436756372927,0.743803863739873,1.3732947121640138,0.3763278496144684,0.4729892351001215
0.23231375235792878,-2.74919692247396,-0.5513096231166448,0.0945144022644544,-1.347073830108029,2.528584104552379,0.30186464461254375
